[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[Epoch 1]	Learning rate: 5.00e-5
[126000/301460]	[L1: 0.0160][KLoss: 0.0008][Total: 0.0167]	416091.1+15.5s
[129600/301460]	[L1: 0.0158][KLoss: 0.0008][Total: 0.0166]	428255.4+15.0s
[133200/301460]	[L1: 0.0157][KLoss: 0.0008][Total: 0.0164]	439879.7+14.4s
[136800/301460]	[L1: 0.0156][KLoss: 0.0008][Total: 0.0163]	451451.2+14.5s
[140400/301460]	[L1: 0.0154][KLoss: 0.0007][Total: 0.0162]	463182.8+14.6s
[144000/301460]	[L1: 0.0153][KLoss: 0.0007][Total: 0.0160]	474964.7+15.3s
[147600/301460]	[L1: 0.0152][KLoss: 0.0007][Total: 0.0159]	487464.2+15.7s
[151200/301460]	[L1: 0.0151][KLoss: 0.0007][Total: 0.0158]	499468.3+14.8s
[154800/301460]	[L1: 0.0150][KLoss: 0.0007][Total: 0.0157]	511431.9+15.5s
[158400/301460]	[L1: 0.0148][KLoss: 0.0007][Total: 0.0156]	523767.4+15.0s
[162000/301460]	[L1: 0.0147][KLoss: 0.0007][Total: 0.0155]	535719.4+15.5s
[165600/301460]	[L1: 0.0147][KLoss: 0.0007][Total: 0.0154]	548120.1+15.7s
[169200/301460]	[L1: 0.0146][KLoss: 0.0007][Total: 0.0153]	560474.9+15.5s
[172800/301460]	[L1: 0.0145][KLoss: 0.0007][Total: 0.0152]	572320.9+14.2s
[176400/301460]	[L1: 0.0144][KLoss: 0.0007][Total: 0.0151]	584038.1+15.1s
[180000/301460]	[L1: 0.0143][KLoss: 0.0007][Total: 0.0150]	595831.2+14.7s
[183600/301460]	[L1: 0.0142][KLoss: 0.0007][Total: 0.0149]	607701.9+15.5s
[187200/301460]	[L1: 0.0141][KLoss: 0.0007][Total: 0.0148]	619876.7+15.3s
[190800/301460]	[L1: 0.0140][KLoss: 0.0007][Total: 0.0147]	632532.3+16.2s
[194400/301460]	[L1: 0.0139][KLoss: 0.0007][Total: 0.0146]	645049.7+15.2s
[198000/301460]	[L1: 0.0139][KLoss: 0.0007][Total: 0.0146]	656970.5+14.8s
[201600/301460]	[L1: 0.0138][KLoss: 0.0007][Total: 0.0145]	669121.0+15.9s
[205200/301460]	[L1: 0.0137][KLoss: 0.0007][Total: 0.0144]	681280.0+15.1s
[208800/301460]	[L1: 0.0136][KLoss: 0.0007][Total: 0.0143]	693505.6+15.3s
[212400/301460]	[L1: 0.0135][KLoss: 0.0007][Total: 0.0142]	706004.1+16.0s
[216000/301460]	[L1: 0.0135][KLoss: 0.0007][Total: 0.0142]	718490.1+15.5s
[219600/301460]	[L1: 0.0134][KLoss: 0.0007][Total: 0.0141]	730428.2+14.8s
[223200/301460]	[L1: 0.0133][KLoss: 0.0007][Total: 0.0140]	742584.7+15.4s
[226800/301460]	[L1: 0.0132][KLoss: 0.0007][Total: 0.0139]	754907.4+15.7s
[230400/301460]	[L1: 0.0132][KLoss: 0.0007][Total: 0.0139]	767492.0+15.6s
[234000/301460]	[L1: 0.0131][KLoss: 0.0007][Total: 0.0138]	779847.2+15.6s
[237600/301460]	[L1: 0.0130][KLoss: 0.0007][Total: 0.0137]	791975.9+15.3s
[241200/301460]	[L1: 0.0130][KLoss: 0.0007][Total: 0.0136]	804409.6+15.7s
[244800/301460]	[L1: 0.0129][KLoss: 0.0007][Total: 0.0136]	816523.8+14.9s
[248400/301460]	[L1: 0.0128][KLoss: 0.0007][Total: 0.0135]	828277.3+15.0s
[252000/301460]	[L1: 0.0128][KLoss: 0.0007][Total: 0.0134]	840324.2+14.9s
[255600/301460]	[L1: 0.0127][KLoss: 0.0007][Total: 0.0134]	852538.8+15.8s
[259200/301460]	[L1: 0.0126][KLoss: 0.0007][Total: 0.0133]	864873.2+15.2s
[262800/301460]	[L1: 0.0126][KLoss: 0.0007][Total: 0.0132]	876797.9+15.3s
[266400/301460]	[L1: 0.0125][KLoss: 0.0007][Total: 0.0132]	888764.3+14.7s
[270000/301460]	[L1: 0.0124][KLoss: 0.0007][Total: 0.0131]	900842.4+14.7s
[273600/301460]	[L1: 0.0124][KLoss: 0.0007][Total: 0.0131]	912260.7+14.9s
[277200/301460]	[L1: 0.0123][KLoss: 0.0007][Total: 0.0130]	924355.5+14.5s
[280800/301460]	[L1: 0.0123][KLoss: 0.0007][Total: 0.0129]	936006.3+15.2s
[284400/301460]	[L1: 0.0122][KLoss: 0.0007][Total: 0.0129]	948394.5+16.0s
[288000/301460]	[L1: 0.0122][KLoss: 0.0007][Total: 0.0128]	960459.8+14.8s
[291600/301460]	[L1: 0.0121][KLoss: 0.0007][Total: 0.0128]	972662.0+15.3s
[295200/301460]	[L1: 0.0121][KLoss: 0.0007][Total: 0.0127]	985027.7+16.0s
[298800/301460]	[L1: 0.0120][KLoss: 0.0007][Total: 0.0127]	997310.7+14.6s
[RefMRI x2.0]	PSNR: 38.5063 SSIM: 0.9855
[RefMRI x3.0]	PSNR: 36.4248 SSIM: 0.9777
[RefMRI x4.0]	PSNR: 34.6071 SSIM: 0.9686
save ckpt PSNR:36.5127
[Epoch 2]	Learning rate: 1.00e-4
[3600/301460]	[L1: 0.0108][KLoss: 0.0005][Total: 0.0113]	5241.9+12.4s
[7200/301460]	[L1: 0.0102][KLoss: 0.0005][Total: 0.0107]	15118.9+11.3s
[10800/301460]	[L1: 0.0100][KLoss: 0.0005][Total: 0.0105]	24593.8+11.4s
[14400/301460]	[L1: 0.0098][KLoss: 0.0005][Total: 0.0103]	34450.2+11.8s
[18000/301460]	[L1: 0.0096][KLoss: 0.0005][Total: 0.0101]	44219.5+11.4s
[21600/301460]	[L1: 0.0094][KLoss: 0.0005][Total: 0.0099]	54044.2+11.4s
[25200/301460]	[L1: 0.0093][KLoss: 0.0005][Total: 0.0098]	63347.8+11.1s
[28800/301460]	[L1: 0.0092][KLoss: 0.0005][Total: 0.0097]	72733.9+11.3s
[32400/301460]	[L1: 0.0091][KLoss: 0.0005][Total: 0.0096]	82506.1+12.4s
[36000/301460]	[L1: 0.0091][KLoss: 0.0005][Total: 0.0096]	92593.9+11.9s
[39600/301460]	[L1: 0.0090][KLoss: 0.0005][Total: 0.0095]	102325.0+11.1s
[43200/301460]	[L1: 0.0089][KLoss: 0.0005][Total: 0.0094]	111947.8+11.4s
